Frequency,Density
0,194.4
1,194.4
2,194.4
3,194.4
4,194.4
5,194.4
6,194.4
7,194.4
8,194.4
9,194.4
10,194.4
11,194.4
12,194.4
13,194.4
14,194.4
15,194.4
16,194.4
17,194.4
18,194.4
19,194.4
20,194.4
21,194.4
22,194.4
23,194.4
24,194.4
25,194.4
26,194.4
27,194.4
28,194.4
29,194.4
30,194.4
31,194.4
32,194.4
33,194.4
34,194.4
35,194.4
36,194.4
37,194.4
38,194.4
39,194.4
40,194.4
41,194.4
42,194.4
43,194.4
44,194.4
45,194.4
46,194.4
47,194.4
48,194.4
49,194.4
50,194.4
51,194.4
52,194.4
53,194.4
54,194.4
55,194.4
56,194.4
57,194.4
58,194.4
59,194.4
60,194.4
61,194.4
62,194.4
63,194.4
64,194.4
65,194.4
66,194.4
67,194.4
68,194.4
69,194.4
70,194.4
71,194.4
72,194.4
73,194.4
74,194.4
75,194.4
76,194.4
77,194.4
78,194.4
79,194.4
80,194.4
81,194.4
82,194.4
83,194.4
84,194.4
85,194.4
86,194.4
87,194.4
88,194.4
89,194.4
90,194.4
91,194.4
92,194.4
93,194.4
94,194.4
95,194.4
96,194.4
97,194.4
98,194.4
99,194.4
100,194.4
101,194.4
102,194.4
103,194.4
104,194.4
105,194.4
106,194.4
107,194.4
108,194.4
109,194.4
110,194.4
111,194.4
112,194.4
113,194.4
114,194.4
115,194.4
116,194.4
117,194.4
118,194.4
119,194.4
120,194.4
121,194.4
122,194.4
123,194.4
124,194.4
125,194.4
126,194.4
127,194.4
128,194.4
129,194.4
130,194.4
131,194.4
132,194.4
133,194.4
134,194.4
135,194.4
136,194.4
137,194.4
138,194.4
139,194.4
140,194.4
141,194.4
142,194.4
143,194.4
144,194.4
145,194.4
146,194.4
147,194.4
148,194.4
149,194.4
150,194.4
151,194.4
152,194.4
153,194.4
154,194.4
155,194.4
156,194.4
157,194.4
158,194.4
159,194.4
160,194.4
161,194.4
162,194.4
163,194.4
164,194.4
165,194.4
166,194.4
167,194.4
