Frequency,Density
0,96
1,96
2,96
3,96
4,96
5,96
6,96
7,96
8,96
9,96
10,96
11,96
12,96
13,96
14,96
15,96
16,96
17,96
18,96
19,96
20,96
21,96
22,96
23,96
24,96
25,96
26,96
27,96
28,96
29,96
30,96
31,96
32,96
33,96
34,96
35,96
36,96
37,96
38,96
39,96
40,96
41,96
42,96
43,96
44,96
45,96
46,96
47,96
48,96
49,96
50,96
51,96
52,96
53,96
54,96
55,96
56,96
57,96
58,96
59,96
60,96
61,96
62,96
63,96
64,96
65,96
66,96
67,96
68,96
69,96
70,96
71,96
72,96
73,96
74,96
75,96
76,96
77,96
78,96
79,96
80,96
81,96
82,96
83,96
84,96
85,96
86,96
87,96
88,96
89,96
90,96
91,96
92,96
93,96
94,96
95,96
96,96
97,96
98,96
99,96
100,96
101,96
102,96
103,96
104,96
105,96
106,96
107,96
108,96
109,96
110,96
111,96
112,96
113,96
114,96
115,96
116,96
117,96
118,96
119,96
120,96
121,96
122,96
123,96
124,96
125,96
126,96
127,96
128,96
129,96
130,96
131,96
132,96
133,96
134,96
135,96
136,96
137,96
138,96
139,96
140,96
141,96
142,96
143,96
144,96
145,96
146,96
147,96
148,96
149,96
150,96
151,96
152,96
153,96
154,96
155,96
156,96
157,96
158,96
159,96
160,96
161,96
162,96
163,96
164,96
165,96
166,96
167,96
168,96
169,96
170,96
171,96
172,96
173,96
174,96
175,96
176,96
177,96
178,96
179,96
180,96
181,96
182,96
183,96
184,96
185,96
186,96
187,96
188,96
189,96
190,96
191,96
192,96
193,96
194,96
195,96
196,96
197,96
198,96
199,110.0070984
200,159.0235138
201,208.0399261
202,224.4518219
203,227.0861633
204,228.8623688
205,224.4433777
206,220.0243836
207,219.3871674
208,221.9470306
209,224.506897
210,223.0293152
211,221.399353
212,220.6704193
213,221.3693878
214,222.0683502
215,220.244751
216,217.8357849
217,216.647522
218,219.3689209
219,222.0903259
220,222.3266785
221,221.3152802
222,220.6589417
223,223.3835419
224,226.1081421
225,224.9014618
226,220.1500794
227,215.3986939
228,219.0832611
229,223.1359985
230,223.0932007
231,216.6985809
232,210.3039612
233,206.2948791
234,202.7835724
235,200.3856567
236,201.0883301
237,201.7910034
238,200.7376373
239,198.9408539
240,196.7987824
241,192.5777802
242,188.3567719
243,188.5177582
244,191.8026947
245,194.9164917
246,191.786145
247,188.6557892
248,186.557373
249,185.6177155
250,184.6780579
251,186.6115845
252,188.8054108
253,188.172171
254,182.6059815
255,177.039798
256,176.3827332
257,176.8533966
258,177.5930695
259,179.0843659
260,180.5756622
261,180.7752441
262,180.4611023
263,180.226532
264,180.3837006
265,180.54086
266,179.3739685
267,177.4082672
268,175.6378052
269,176.1098511
270,176.5818939
271,177.0964356
272,177.6474823
273,178.198526
274,179.1426727
275,180.0878754
276,180.4194427
277,180.0253784
278,179.631311
279,180.3259338
280,181.1145294
281,181.5696686
282,181.4907654
283,181.4118591
284,181.6683502
285,181.9841583
286,181.8749054
287,180.8479187
288,179.8209289
289,181.0269409
290,182.8449829
291,185.1266022
292,188.7648346
293,192.4030701
294,194.951239
